,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,price_lakh
3585,Audi,A4,9.0,68370.0,Dealer,Diesel,Automatic,17.11,1968.0,174.33,5.0,1345000.0,13.45
3586,Honda,City,6.0,70000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,655000.0,6.55
3587,Mahindra,KUV,5.0,30000.0,Individual,Diesel,Manual,25.32,1198.0,77.0,6.0,475000.0,4.75
3588,Hyundai,Unknown,6.0,80000.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,415000.0,4.15
3589,Ford,Figo,10.0,73320.0,Dealer,Diesel,Manual,20.0,1399.0,88.5,5.0,275000.0,2.75
3590,Toyota,Innova,15.0,130000.0,Dealer,Diesel,Manual,12.8,2494.0,102.0,7.0,350000.0,3.5
3591,Maruti,Ertiga,5.0,80000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,800000.0,8.0
3592,Maruti,Swift,9.0,70000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,411000.0,4.11
3593,Maruti,Ciaz,7.0,73000.0,Individual,Diesel,Manual,26.21,1248.0,88.5,5.0,545000.0,5.45
3594,Hyundai,i20,5.0,50000.0,Individual,Diesel,Manual,22.54,1396.0,88.73,5.0,600000.0,6.0
3596,Hyundai,Verna,10.0,50000.0,Individual,Diesel,Manual,16.2,1493.0,110.0,5.0,325000.0,3.25
3597,Maruti,Swift,7.0,77000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,525000.0,5.25
3598,Hyundai,i10,8.0,13450.0,Dealer,Petrol,Manual,19.67,1086.0,68.05,5.0,290000.0,2.9
3599,Honda,WR-V,2.0,23000.0,Individual,Diesel,Manual,25.5,1498.0,98.6,5.0,1000000.0,10.0
3601,Hyundai,i20,8.0,55713.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,350000.0,3.5
3602,Maruti,Alto,6.0,49100.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,155000.0,1.55
3603,BMW,7,5.0,56000.0,Dealer,Diesel,Automatic,16.46,2993.0,258.0,5.0,5385000.0,53.85
3604,Hyundai,Grand,4.0,50000.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5.0,635000.0,6.35
3605,Maruti,Vitara,5.0,51000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,825000.0,8.25
3606,Maruti,Swift Dzire,2.0,20000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5.0,855000.0,8.55
3607,Unknown,Jazz,5.0,48000.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,550000.0,5.5
3608,Skoda,Rapid,7.0,71000.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5.0,550000.0,5.5
3609,Maruti,Eeco,2.0,34197.0,Dealer,Petrol,Manual,16.11,1196.0,72.42,5.0,465000.0,4.65
3610,Hyundai,i20,5.0,27000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,580000.0,5.8
3611,Toyota,Innova,5.0,72000.0,Dealer,Diesel,Manual,13.68,1248.0,147.51,7.0,1765000.0,17.65
3612,Hyundai,i20,5.0,50000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,550000.0,5.5
3613,Skoda,Superb,8.0,49944.0,Dealer,Petrol,Manual,13.14,1798.0,160.0,5.0,470000.0,4.7
3614,Maruti,Swift Dzire,6.0,12000.0,Individual,Petrol,Manual,19.1,1197.0,85.8,5.0,650000.0,6.5
3615,Datsun,GO,5.0,30000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,300000.0,3.0
3616,Maruti,Baleno,5.0,60000.0,Individual,Petrol,Automatic,21.4,1248.0,83.1,5.0,600000.0,6.0
3617,Maruti,Ertiga,4.0,35000.0,Individual,Diesel,Manual,24.52,1248.0,88.5,7.0,950000.0,9.5
3618,Hyundai,i10,6.0,12450.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,395000.0,3.95
3619,Hyundai,Grand,4.0,7500.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,495000.0,4.95
3620,Maruti,Wagon R,5.0,15680.0,Dealer,Petrol,Automatic,20.51,998.0,67.04,5.0,451000.0,4.51
3621,Ford,Ecosport,3.0,15000.0,Individual,Petrol,Manual,17.0,1497.0,121.36,5.0,900000.0,9.0
3622,Maruti,Swift Dzire,8.0,130000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,360000.0,3.6
3623,Hyundai,Grand,4.0,15000.0,Dealer,Petrol,Automatic,18.9,1248.0,82.0,5.0,550000.0,5.5
3624,Hyundai,Verna,8.0,58000.0,Dealer,Diesel,Manual,22.32,1582.0,126.3,5.0,515000.0,5.15
3625,Maruti,Swift Dzire,7.0,70310.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,575000.0,5.75
3626,Maruti,Eeco,6.0,61000.0,Dealer,CNG,Manual,20.88,1196.0,61.7,5.0,390000.0,3.9
3627,Volkswagen,Polo,6.0,44000.0,Dealer,Diesel,Manual,19.67,1498.0,88.0,5.0,675000.0,6.75
3628,Mercedes-Benz,E-Class,14.0,92000.0,Dealer,Diesel,Automatic,11.0,2987.0,198.5,5.0,525000.0,5.25
3629,Maruti,Vitara,3.0,17000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,895000.0,8.95
3630,Maruti,Wagon R,10.0,29000.0,Dealer,Petrol,Manual,19.67,998.0,67.05,5.0,260000.0,2.6
3631,Mercedes-Benz,S-Class,10.0,70000.0,Dealer,Petrol,Automatic,7.81,5461.0,362.9,5.0,2275000.0,22.75
3632,Unknown,Innova,7.0,69000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,8.0,1099000.0,10.99
3633,Maruti,Wagon R,5.0,50000.0,Dealer,CNG,Manual,26.6,998.0,58.16,5.0,414000.0,4.14
3634,Maruti,Swift Dzire,4.0,50000.0,Dealer,Diesel,Manual,19.3,1248.0,88.5,5.0,730000.0,7.3
3635,Ford,Figo,11.0,114231.0,Dealer,Petrol,Manual,15.6,1196.0,70.0,5.0,249000.0,2.49
3636,Maruti,Ciaz,6.0,44046.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,800000.0,8.0
3637,Maruti,Ertiga,7.0,72264.0,Dealer,CNG,Manual,22.8,1373.0,80.9,7.0,600000.0,6.0
3638,Renault,KWID,4.0,15000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,330000.0,3.3
3639,Hyundai,Verna,9.0,72000.0,Dealer,Diesel,Manual,22.32,1582.0,88.5,5.0,521000.0,5.21
3640,Maruti,Vitara,3.0,36000.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,800000.0,8.0
3641,BMW,5,10.0,67512.0,Dealer,Diesel,Automatic,18.48,1995.0,177.0,5.0,1250000.0,12.5
3642,Skoda,Rapid,4.0,19000.0,Dealer,Petrol,Manual,15.0,1598.0,103.6,5.0,725000.0,7.25
3643,BMW,X3,6.0,35000.0,Dealer,Diesel,Manual,18.56,1995.0,187.7,5.0,3400000.0,34.0
3644,Maruti,Alto,7.0,28000.0,Dealer,CNG,Manual,33.44,796.0,40.3,4.0,281000.0,2.81
3645,Volkswagen,Polo,3.0,17000.0,Dealer,Petrol,Manual,18.78,999.0,75.0,5.0,635000.0,6.35
3646,Mercedes-Benz,E-Class,7.0,54000.0,Dealer,Diesel,Automatic,10.0,2148.0,170.0,5.0,1475000.0,14.75
3647,Mahindra,Thar,8.0,60000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,7.0,500000.0,5.0
3648,Honda,Jazz,4.0,20000.0,Dealer,Petrol,Automatic,19.0,1199.0,88.7,5.0,695000.0,6.95
3649,Honda,Unknown,10.0,60000.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,365000.0,3.65
3650,Renault,KWID,3.0,50000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,350000.0,3.5
3651,Maruti,Swift,4.0,64874.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,635000.0,6.35
3652,Maruti,Ertiga,5.0,19000.0,Individual,Petrol,Manual,17.5,1373.0,91.1,7.0,750000.0,7.5
3653,Renault,KWID,3.0,45000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,350000.0,3.5
3654,Honda,City,7.0,70000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,600000.0,6.0
3655,Hyundai,i20,6.0,64000.0,Dealer,Diesel,Manual,21.19,1396.0,88.73,5.0,695000.0,6.95
3656,Volkswagen,Polo,6.0,55322.0,Dealer,Petrol,Manual,16.47,1198.0,74.0,5.0,421000.0,4.21
3657,Maruti,Swift Dzire,3.0,19000.0,Dealer,Petrol,Manual,21.21,1197.0,81.8,5.0,741000.0,7.41
3658,Skoda,Rapid,6.0,47000.0,Dealer,Petrol,Manual,15.0,1598.0,103.5,5.0,485000.0,4.85
3659,Honda,City,14.0,77433.0,Dealer,Petrol,Manual,12.8,1493.0,88.5,5.0,220000.0,2.2
3660,Hyundai,i20,3.0,16285.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,675000.0,6.75
3661,Tata,Safari,9.0,110000.0,Individual,Diesel,Manual,13.93,2179.0,138.03,7.0,290000.0,2.9
3662,Ford,Ecosport,7.0,72569.0,Dealer,Diesel,Manual,22.7,1498.0,89.84,5.0,580000.0,5.8
3663,Maruti,Ertiga,7.0,55000.0,Dealer,Diesel,Manual,20.77,1248.0,88.5,7.0,500000.0,5.0
3664,Maruti,Ciaz,3.0,35000.0,Individual,Petrol,Manual,20.73,1373.0,91.1,5.0,800000.0,8.0
3665,Renault,KWID,4.0,20000.0,Dealer,Petrol,Manual,19.67,799.0,53.3,5.0,375000.0,3.75
3666,Hyundai,i20,6.0,43000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,600000.0,6.0
3667,Toyota,Fortuner,11.0,85000.0,Dealer,Diesel,Manual,11.5,2982.0,171.0,7.0,1000000.0,10.0
3668,Maruti,Swift,5.0,40000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,500000.0,5.0
3669,Volkswagen,Vento,10.0,70000.0,Dealer,Petrol,Manual,20.54,1598.0,103.6,5.0,349000.0,3.49
3670,Datsun,GO,4.0,40000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,421000.0,4.21
3671,Maruti,Unknown,6.0,50000.0,Individual,Petrol,Manual,23.95,998.0,67.1,5.0,350000.0,3.5
3672,Skoda,Superb,6.0,68000.0,Dealer,Diesel,Automatic,17.2,1968.0,138.03,5.0,1275000.0,12.75
3673,Honda,Amaze,6.0,47745.0,Dealer,Diesel,Manual,27.4,1498.0,98.63,5.0,450000.0,4.5
3674,Maruti,Eeco,4.0,76000.0,Dealer,CNG,Manual,21.94,1196.0,61.7,5.0,395000.0,3.95
3675,BMW,Unknown,6.0,38000.0,Dealer,Diesel,Automatic,19.59,1995.0,184.0,5.0,2250000.0,22.5
3676,Hyundai,i10,10.0,76000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,270000.0,2.7
3677,Tata,Tiago,3.0,36313.0,Dealer,Petrol,Manual,19.67,1199.0,84.0,5.0,441000.0,4.41
3678,Maruti,Swift Dzire,9.0,56200.0,Dealer,Diesel,Manual,23.4,1248.0,74.0,5.0,485000.0,4.85
3679,Maruti,Swift Dzire,7.0,89000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,565000.0,5.65
3680,Maruti,Swift,6.0,127000.0,Dealer,Petrol,Manual,16.1,1197.0,85.0,5.0,145000.0,1.45
3681,Maruti,Ertiga,4.0,49000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,925000.0,9.25
3682,Maruti,Wagon R,7.0,35000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,370000.0,3.7
3683,Maruti,Swift,6.0,50000.0,Dealer,Petrol,Manual,20.4,1197.0,83.11,5.0,425000.0,4.25
3684,Maruti,Swift Dzire,3.0,40000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.02,5.0,825000.0,8.25
3685,Maruti,Alto,6.0,48828.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,275000.0,2.75
3686,Maruti,Swift,7.0,87600.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,465000.0,4.65
3687,BMW,3,9.0,76728.0,Dealer,Diesel,Automatic,22.69,1995.0,190.0,5.0,1050000.0,10.5
3688,Ford,Figo,11.0,35000.0,Individual,Petrol,Manual,15.6,1196.0,70.0,5.0,275000.0,2.75
3689,Hyundai,Unknown,9.0,100000.0,Individual,Diesel,Manual,23.5,1396.0,88.7,5.0,485000.0,4.85
3690,Renault,KWID,2.0,27000.0,Individual,Petrol,Automatic,24.04,999.0,67.0,5.0,460000.0,4.6
3691,Datsun,GO,6.0,20000.0,Individual,Petrol,Manual,20.63,1198.0,67.06,5.0,250000.0,2.5
3692,Maruti,Wagon R,7.0,50000.0,Dealer,CNG,Manual,26.2,998.0,58.2,5.0,340000.0,3.4
3693,Mahindra,Bolero,1.0,10000.0,Individual,Diesel,Manual,21.0,1498.0,74.96,5.0,600000.0,6.0
3694,Maruti,Vitara,6.0,62428.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,900000.0,9.0
3695,Mahindra,Scorpio,13.0,50000.0,Dealer,Diesel,Manual,10.5,2609.0,120.0,7.0,390000.0,3.9
3696,Honda,City,7.0,45000.0,Dealer,Diesel,Manual,26.0,1498.0,98.6,5.0,675000.0,6.75
3697,Unknown,XUV500,9.0,82000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,690000.0,6.9
3698,Tata,Tiago,4.0,32000.0,Dealer,Petrol,Manual,23.84,1199.0,84.0,5.0,465000.0,4.65
3699,Hyundai,i20,4.0,40000.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,630000.0,6.3
3700,Maruti,Alto,13.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,150000.0,1.5
3701,Maruti,Swift,6.0,18914.0,Dealer,Petrol,Manual,20.4,1197.0,81.8,5.0,500000.0,5.0
3702,Volkswagen,Polo,8.0,49000.0,Dealer,Diesel,Manual,22.07,1199.0,73.9,5.0,380000.0,3.8
3703,Honda,Amaze,6.0,41000.0,Dealer,Petrol,Automatic,18.1,1199.0,88.7,5.0,575000.0,5.75
3704,Skoda,Rapid,5.0,74601.0,Dealer,Diesel,Manual,21.13,1498.0,108.6,5.0,611000.0,6.11
3705,Honda,Amaze,6.0,130000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,501000.0,5.01
3706,Hyundai,Verna,5.0,50000.0,Dealer,Diesel,Automatic,19.08,1582.0,126.2,5.0,760000.0,7.6
3707,Maruti,Swift Dzire,11.0,50000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,300000.0,3.0
3708,Renault,KWID,6.0,60000.0,Dealer,Petrol,Manual,23.01,999.0,67.0,5.0,315000.0,3.15
3709,Tata,Safari,7.0,80000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,600000.0,6.0
3710,Jaguar,XF,6.0,25000.0,Dealer,Diesel,Automatic,14.74,2993.0,270.9,5.0,2790000.0,27.9
3711,Maruti,Celerio,5.0,36836.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,460000.0,4.6
3712,Hyundai,Verna,5.0,7000.0,Dealer,Petrol,Manual,17.7,1497.0,113.42,5.0,665000.0,6.65
3713,BMW,6,8.0,30000.0,Dealer,Diesel,Automatic,9.52,2993.0,313.0,4.0,4100000.0,41.0
3714,Hyundai,i10,10.0,60000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,200000.0,2.0
3715,Maruti,Swift,3.0,35000.0,Dealer,Diesel,Automatic,28.4,1248.0,74.0,5.0,770000.0,7.7
3716,Maruti,Alto,10.0,20000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,170000.0,1.7
3717,Maruti,Alto,9.0,33700.0,Dealer,Petrol,Manual,20.92,998.0,67.1,5.0,200000.0,2.0
3719,Maruti,Baleno,3.0,4933.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,710000.0,7.1
3720,Audi,A4,9.0,52000.0,Dealer,Diesel,Automatic,16.55,1968.0,140.0,5.0,1500000.0,15.0
3721,Hyundai,Elantra,6.0,83000.0,Dealer,Diesel,Automatic,18.23,1582.0,126.2,5.0,841000.0,8.41
3722,BMW,7,6.0,60000.0,Dealer,Diesel,Automatic,14.49,2993.0,258.0,5.0,3900000.0,39.0
3723,Mahindra,KUV,6.0,87000.0,Dealer,Diesel,Manual,25.32,1198.0,77.0,6.0,450000.0,4.5
3724,Hyundai,i20,8.0,75518.0,Dealer,Petrol,Manual,18.5,1197.0,82.9,5.0,390000.0,3.9
3725,Maruti,Baleno,4.0,13355.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,565000.0,5.65
3726,Maruti,Ciaz,6.0,49000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,575000.0,5.75
3727,Unknown,Unknown,4.0,26000.0,Individual,Petrol,Manual,18.7,1199.0,88.7,5.0,700000.0,7.0
3728,Ford,Unknown,2.0,10000.0,Individual,Petrol,Automatic,14.8,1497.0,121.36,5.0,950000.0,9.5
3729,Maruti,Wagon R,6.0,27000.0,Individual,Petrol,Automatic,20.51,998.0,67.0,5.0,550000.0,5.5
3730,Maruti,Ignis,4.0,30000.0,Individual,Petrol,Manual,20.89,1197.0,81.8,5.0,415000.0,4.15
3731,Skoda,Rapid,6.0,55300.0,Dealer,Diesel,Automatic,19.67,1498.0,103.52,5.0,650000.0,6.5
3732,Maruti,Ertiga,4.0,23000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,899000.0,8.99
3734,Maruti,Baleno,5.0,15068.0,Dealer,Petrol,Manual,21.4,1197.0,83.1,5.0,560000.0,5.6
3735,Hyundai,i10,9.0,69000.0,Dealer,LPG,Manual,19.0,1086.0,68.1,5.0,295000.0,2.95
3736,Hyundai,Verna,8.0,97000.0,Dealer,Petrol,Manual,17.01,1591.0,121.3,5.0,510000.0,5.1
3737,Volkswagen,Polo,8.0,44900.0,Dealer,Petrol,Automatic,17.2,1197.0,103.6,5.0,495000.0,4.95
3738,Hyundai,i10,8.0,40000.0,Individual,Petrol,Manual,19.81,1086.0,68.05,5.0,295000.0,2.95
3739,Hyundai,Santro,3.0,4075.0,Dealer,Petrol,Automatic,20.3,1086.0,88.5,5.0,550000.0,5.5
3741,Jeep,Compass,4.0,45212.0,Dealer,Diesel,Manual,16.3,1956.0,170.0,5.0,1598000.0,15.98
3742,Maruti,Ignis,3.0,10415.0,Dealer,Petrol,Manual,20.89,1197.0,81.8,5.0,491000.0,4.91
3743,Maruti,Wagon R,7.0,69000.0,Dealer,CNG,Manual,33.54,998.0,67.04,5.0,349000.0,3.49
3744,Hyundai,Grand,5.0,28854.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,535000.0,5.35
3745,Maruti,Swift Dzire,4.0,25000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,754000.0,7.54
3746,BMW,3,4.0,30000.0,Individual,Petrol,Automatic,15.34,1998.0,249.0,5.0,4000000.0,40.0
3747,BMW,3,8.0,54000.0,Dealer,Diesel,Automatic,18.88,1995.0,184.0,5.0,1245000.0,12.45
3748,Maruti,Wagon R,12.0,27000.0,Dealer,Petrol,Manual,18.9,998.0,88.5,5.0,185000.0,1.85
3749,Unknown,Ertiga,3.0,74000.0,Individual,Diesel,Manual,24.2,1498.0,93.87,7.0,964000.0,9.64
3750,Hyundai,i20,8.0,76000.0,Dealer,Diesel,Manual,21.9,1396.0,88.76,5.0,375000.0,3.75
3752,Volkswagen,Vento,5.0,37900.0,Dealer,Petrol,Automatic,18.19,1197.0,103.2,5.0,749000.0,7.49
3753,Volkswagen,Vento,9.0,47123.0,Dealer,Petrol,Manual,15.04,1598.0,103.6,5.0,311000.0,3.11
3754,Renault,KWID,4.0,29000.0,Dealer,Petrol,Automatic,24.04,999.0,67.0,5.0,400000.0,4.0
3755,Honda,Jazz,4.0,14000.0,Dealer,Petrol,Manual,18.2,1199.0,88.7,5.0,680000.0,6.8
3756,Mahindra,XUV500,4.0,35000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,1395000.0,13.95
3757,Hyundai,i20,6.0,69000.0,Dealer,Petrol,Manual,18.5,1197.0,80.0,5.0,245000.0,2.45
3758,Mahindra,Scorpio,12.0,80000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,8.0,400000.0,4.0
3759,Mahindra,Scorpio,9.0,65253.0,Dealer,Diesel,Manual,12.05,1248.0,120.0,5.0,448000.0,4.48
3760,Skoda,Rapid,5.0,78010.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5.0,660000.0,6.6
3762,Renault,KWID,5.0,21000.0,Dealer,Petrol,Manual,22.3,799.0,53.26,5.0,300000.0,3.0
3763,Maruti,Wagon R,6.0,28000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,390000.0,3.9
3764,Hyundai,Verna,8.0,70000.0,Dealer,Diesel,Automatic,22.32,1582.0,126.3,5.0,480000.0,4.8
3765,Datsun,RediGO,3.0,3200.0,Dealer,Petrol,Automatic,23.0,999.0,67.0,5.0,346000.0,3.46
3766,Maruti,Celerio,7.0,56000.0,Dealer,CNG,Manual,31.79,998.0,58.2,5.0,340000.0,3.4
3767,Maruti,Ertiga,6.0,56400.0,Individual,CNG,Manual,22.8,1373.0,80.9,7.0,678000.0,6.78
3768,Honda,Amaze,6.0,130000.0,Individual,Diesel,Manual,25.8,1498.0,98.6,5.0,295000.0,2.95
3769,Tata,Safari,4.0,100000.0,Individual,Diesel,Manual,14.1,2179.0,153.86,7.0,900000.0,9.0
3770,Honda,City,6.0,24000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,825000.0,8.25
3771,Maruti,Ertiga,5.0,76000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,825000.0,8.25
3772,Mahindra,Bolero,4.0,70000.0,Individual,Diesel,Manual,16.5,1493.0,70.0,7.0,700000.0,7.0
3773,Hyundai,i20,6.0,112300.0,Individual,Petrol,Manual,18.6,1197.0,81.83,5.0,535000.0,5.35
3774,Skoda,Rapid,7.0,66000.0,Dealer,Diesel,Automatic,21.66,1498.0,103.52,5.0,580000.0,5.8
3775,Hyundai,Grand,8.0,61000.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,425000.0,4.25
3776,Mahindra,Scorpio,6.0,120000.0,Individual,Diesel,Manual,12.7,2609.0,116.6,8.0,300000.0,3.0
3777,Maruti,Celerio,3.0,28314.0,Dealer,Petrol,Manual,23.1,998.0,67.04,5.0,490000.0,4.9
3778,Hyundai,i20,11.0,23000.0,Dealer,Petrol,Manual,17.0,1197.0,80.0,5.0,275000.0,2.75
3779,Hyundai,Venue,6.0,4000.0,Dealer,Petrol,Automatic,18.15,998.0,118.35,5.0,1185000.0,11.85
3781,Volkswagen,Polo,6.0,87000.0,Dealer,Petrol,Automatic,17.21,1197.0,103.5,5.0,600000.0,6.0
3782,Hyundai,Grand,6.0,15000.0,Dealer,Petrol,Automatic,18.9,1197.0,81.86,5.0,525000.0,5.25
3783,Tata,Tiago,3.0,2500.0,Dealer,Petrol,Automatic,19.67,1199.0,84.0,5.0,495000.0,4.95
3784,Maruti,Alto,3.0,29000.0,Dealer,CNG,Manual,33.44,1248.0,40.3,4.0,345000.0,3.45
3785,Hyundai,i20,6.0,54625.0,Trustmark Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,595000.0,5.95
3786,Hyundai,Verna,2.0,8000.0,Dealer,Petrol,Automatic,17.0,1591.0,121.3,5.0,1250000.0,12.5
3787,Maruti,Alto,19.0,120000.0,Individual,Petrol,Manual,18.9,1061.0,47.0,5.0,50000.0,0.5
3788,BMW,7,4.0,21119.0,Dealer,Diesel,Automatic,16.46,2993.0,258.0,5.0,7500000.0,75.0
3789,Toyota,Innova,2.0,35000.0,Dealer,Diesel,Manual,13.68,2393.0,147.51,7.0,2000000.0,20.0
3790,Maruti,Ertiga,6.0,32000.0,Dealer,Petrol,Manual,17.5,1373.0,91.1,7.0,810000.0,8.1
3791,Jaguar,XF,10.0,45000.0,Individual,Diesel,Automatic,14.74,2993.0,270.9,5.0,2800000.0,28.0
3792,BMW,X5,5.0,46000.0,Dealer,Diesel,Automatic,15.97,2993.0,258.0,5.0,3850000.0,38.5
3793,Maruti,Swift,9.0,73000.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,385000.0,3.85
3794,Maruti,Baleno,4.0,23000.0,Dealer,Petrol,Manual,21.01,1197.0,81.8,5.0,600000.0,6.0
3795,Maruti,Swift Dzire,8.0,50000.0,Individual,Diesel,Manual,19.67,1248.0,74.0,5.0,475000.0,4.75
3796,Hyundai,Verna,8.0,30588.0,Dealer,Petrol,Manual,16.2,1599.0,103.2,5.0,490000.0,4.9
3797,Hyundai,i20,6.0,14577.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,625000.0,6.25
3798,Maruti,Swift,6.0,55000.0,Dealer,Petrol,Manual,22.0,1197.0,88.5,5.0,530000.0,5.3
3799,Ferrari,GTC4Lusso,2.0,3800.0,Dealer,Petrol,Automatic,4.0,3855.0,601.0,4.0,39500000.0,395.0
3801,Ford,Figo,8.0,55000.0,Individual,Diesel,Manual,20.0,1399.0,68.1,5.0,250000.0,2.5
3802,Honda,City,5.0,90000.0,Dealer,Petrol,Automatic,18.0,1497.0,117.3,5.0,725000.0,7.25
3803,Maruti,Alto,3.0,6800.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,375000.0,3.75
3804,Mahindra,XUV500,8.0,68192.0,Dealer,Diesel,Manual,19.67,2179.0,140.0,7.0,699000.0,6.99
3805,Toyota,Innova,11.0,105000.0,Dealer,Petrol,Manual,12.4,1998.0,132.0,8.0,675000.0,6.75
3806,Volkswagen,Vento,7.0,52455.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5.0,565000.0,5.65
3807,Hyundai,i20,7.0,66266.0,Dealer,Diesel,Manual,21.27,1396.0,88.76,5.0,545000.0,5.45
3808,Maruti,Ertiga,6.0,100000.0,Dealer,CNG,Manual,22.8,1373.0,80.9,7.0,650000.0,6.5
3809,Maruti,Unknown,5.0,41974.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,811000.0,8.11
3810,Porsche,Cayenne,7.0,110000.0,Dealer,Diesel,Automatic,15.15,2967.0,240.0,5.0,4500000.0,45.0
3811,Maruti,Ertiga,5.0,84000.0,Dealer,Diesel,Manual,24.52,1248.0,88.5,7.0,825000.0,8.25
3812,Maruti,Swift Dzire,9.0,106000.0,Individual,Diesel,Manual,19.3,1248.0,73.9,5.0,370000.0,3.7
3813,Maruti,Eeco,2.0,25000.0,Individual,Petrol,Manual,15.37,1196.0,73.0,5.0,411000.0,4.11
3814,Honda,City,7.0,63762.0,Dealer,Diesel,Manual,25.1,1498.0,98.6,5.0,650000.0,6.5
3815,Kia,Seltos,2.0,11800.0,Dealer,Diesel,Automatic,17.8,1493.0,113.4,5.0,1810000.0,18.1
3816,Audi,A4,9.0,76000.0,Dealer,Diesel,Automatic,16.55,1968.0,140.0,5.0,1375000.0,13.75
3817,Hyundai,i20,9.0,56328.0,Dealer,Diesel,Manual,21.9,1396.0,88.76,5.0,370000.0,3.7
3818,Tata,Tiago,2.0,19247.0,Dealer,Petrol,Automatic,24.0,1199.0,83.81,5.0,550000.0,5.5
3819,Mahindra,XUV500,6.0,42000.0,Dealer,Diesel,Manual,19.67,2179.0,88.5,7.0,950000.0,9.5
