Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
5242.0,Ford Figo,Ford,,5.0,25780.0,Dealer,Petrol,Manual,18.16,1196.0,86.8,5.0,525000.0
5243.0,Toyota Fortuner,Toyota,Fortuner,11.0,131000.0,Dealer,Diesel,Manual,11.5,2982.0,171.0,7.0,1185000.0
5245.0,Maruti Swift Dzire,Maruti,Swift Dzire,6.0,30000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,450000.0
5246.0,Maruti Ciaz,Maruti,Ciaz,3.0,65120.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,850000.0
,Maruti Swift,Maruti,Swift,,50000.0,Individual,Diesel,Automatic,28.4,1248.0,74.0,5.0,550000.0
5248.0,Hyundai Creta,Hyundai,Creta,4.0,66000.0,Dealer,Petrol,Manual,13.0,1591.0,121.3,5.0,1149000.0
,Hyundai Grand,Hyundai,Grand,2.0,7000.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,565000.0
5250.0,Tata Safari,Tata,Safari,14.0,74555.0,Dealer,Diesel,Manual,11.57,,138.1,7.0,105000.0
5251.0,Maruti Alto,Maruti,Alto,3.0,25000.0,Individual,Petrol,Automatic,23.95,998.0,67.1,5.0,410000.0
5253.0,Hyundai i20,Hyundai,i20,8.0,90000.0,Individual,Diesel,Manual,21.9,1396.0,88.76,5.0,415000.0
,Maruti Ciaz,Maruti,Ciaz,4.0,60000.0,Individual,Diesel,Manual,28.09,1248.0,,5.0,600000.0
5257.0,Maruti Swift Dzire,Maruti,Swift Dzire,13.0,79000.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,295000.0
5258.0,Maruti Alto,Maruti,Alto,9.0,67000.0,Dealer,Petrol,,19.7,796.0,46.3,5.0,235000.0
5259.0,Hyundai i20,Hyundai,i20,,51000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,621000.0
5260.0,Mahindra Bolero,Mahindra,Bolero,7.0,89000.0,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,625000.0
,,Maruti,Alto,,26097.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,175000.0
5263.0,Volkswagen Polo,Volkswagen,Polo,6.0,61000.0,Dealer,Diesel,Manual,20.14,1498.0,88.8,5.0,625000.0
,Hyundai Grand,Hyundai,Grand,7.0,44904.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,400000.0
5265.0,Maruti Swift,Maruti,,10.0,133592.0,Dealer,Diesel,Manual,28.4,1248.0,74.0,5.0,360000.0
5266.0,Audi Q7,Audi,Q7,,130000.0,Dealer,Diesel,Automatic,12.07,2967.0,241.4,7.0,1950000.0
5268.0,Toyota Innova,Toyota,Innova,13.0,119440.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,400000.0
,Jeep Compass,Jeep,Compass,3.0,,Dealer,Diesel,Manual,17.1,1956.0,170.0,5.0,1750000.0
,Ford Aspire,Ford,Aspire,4.0,54000.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,675000.0
5272.0,Maruti S-Presso,Maruti,S-Presso,,1000.0,Individual,Petrol,Manual,21.7,998.0,67.0,5.0,490000.0
5273.0,Maruti Ciaz,Maruti,Ciaz,,30000.0,Dealer,Diesel,Manual,28.09,1248.0,88.5,5.0,1095000.0
5275.0,Hyundai i20,Hyundai,i20,6.0,72000.0,Dealer,Diesel,Manual,21.27,1396.0,88.76,5.0,600000.0
,Maruti Alto,Maruti,Alto,14.0,86156.0,Dealer,Petrol,Manual,19.7,796.0,46.3,5.0,185000.0
5277.0,Honda Jazz,Honda,,5.0,65000.0,Dealer,Diesel,Manual,27.3,1498.0,98.6,5.0,590000.0
5278.0,Volkswagen Vento,Volkswagen,Vento,10.0,56238.0,Dealer,Diesel,Manual,20.54,1598.0,103.6,5.0,415000.0
5280.0,Maruti Vitara,Maruti,Vitara,2.0,66622.0,Dealer,Diesel,Manual,24.3,1248.0,88.5,5.0,910000.0
,Maruti Swift,Maruti,Swift,7.0,100000.0,Individual,Diesel,Manual,25.2,1248.0,74.0,5.0,400000.0
,Toyota Innova,Toyota,Innova,11.0,80000.0,Individual,Diesel,Manual,12.8,2494.0,102.0,,518000.0
5283.0,Maruti Swift,Maruti,Swift,4.0,70000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,630000.0
5284.0,Maruti Alto,Maruti,Alto,9.0,60000.0,Individual,Petrol,Manual,19.7,796.0,46.3,5.0,185000.0
5285.0,Maruti Alto,Maruti,Alto,,15453.0,Trustmark Dealer,Petrol,Manual,24.7,796.0,47.3,5.0,327000.0
5287.0,Maruti Alto,Maruti,Alto,6.0,70000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,265000.0
5288.0,Renault Triber,Renault,Triber,1.0,5600.0,Individual,Petrol,Manual,20.0,999.0,71.0,7.0,800000.0
5289.0,Hyundai Grand,Hyundai,Grand,6.0,142996.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,420000.0
5291.0,Mahindra Thar,Mahindra,Thar,5.0,62000.0,Dealer,Diesel,Manual,16.55,2498.0,105.0,6.0,799000.0
,Volkswagen Polo,Volkswagen,Polo,4.0,50000.0,Individual,Diesel,Manual,20.14,1498.0,88.0,5.0,790000.0
5293.0,Tata Hexa,Tata,Hexa,3.0,25000.0,Individual,Diesel,Manual,17.6,2179.0,153.86,7.0,800000.0
5294.0,Tata Hexa,Tata,Hexa,2.0,34293.0,Dealer,Diesel,Manual,17.6,2179.0,153.86,7.0,1380000.0
,Ford Ecosport,Ford,Ecosport,,50000.0,,Diesel,Manual,23.0,1498.0,98.96,5.0,980000.0
5296.0,Maruti S-Presso,Maruti,S-Presso,2.0,5000.0,Individual,Petrol,Manual,21.7,998.0,67.0,5.0,420000.0
5297.0,Maruti Wagon R,Maruti,Wagon R,7.0,76470.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,310000.0
5298.0,Maruti Wagon R,Maruti,Wagon R,10.0,78010.0,Dealer,Petrol,Manual,20.51,998.0,67.04,5.0,309000.0
,Mahindra Marazzo,Mahindra,Marazzo,2.0,33000.0,Dealer,Diesel,Manual,17.3,1497.0,121.0,8.0,1335000.0
5300.0,Maruti Swift Dzire,Maruti,Swift Dzire,7.0,101931.0,Dealer,Diesel,Manual,19.3,1248.0,73.9,5.0,530000.0
,Maruti Swift,Maruti,Swift,,110000.0,Individual,Diesel,Manual,28.4,1248.0,74.0,5.0,600000.0
5303.0,Maruti Swift,Maruti,Swift,5.0,82000.0,Dealer,Diesel,Manual,25.2,1248.0,74.0,5.0,575000.0
5304.0,Hyundai i20,Hyundai,i20,6.0,90000.0,Dealer,Diesel,Manual,21.9,1396.0,88.76,5.0,540000.0
5305.0,Maruti Alto,Maruti,Alto,6.0,35236.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,300000.0
5306.0,Hyundai Verna,Hyundai,Verna,3.0,75000.0,Dealer,Diesel,Manual,22.0,1582.0,126.2,5.0,900000.0
5307.0,Maruti Alto,Maruti,Alto,,25000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,350000.0
5309.0,Mahindra XUV500,Mahindra,XUV500,6.0,63516.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,850000.0
5311.0,Maruti Ciaz,Maruti,,3.0,14000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,840000.0
5312.0,Maruti Wagon R,Maruti,Wagon R,2.0,11400.0,Dealer,Petrol,Manual,20.52,,81.8,5.0,490000.0
,Maruti Celerio,Maruti,Celerio,7.0,39000.0,Dealer,Petrol,Automatic,23.1,998.0,67.04,5.0,
5315.0,Ford Ecosport,Ford,Ecosport,3.0,60000.0,Individual,Diesel,Manual,23.0,1498.0,98.96,5.0,850000.0
5316.0,Hyundai i10,Hyundai,i10,,80000.0,Individual,Petrol,Manual,20.36,1197.0,78.9,5.0,145000.0
5317.0,BMW 3,BMW,3,6.0,40000.0,Dealer,Diesel,Automatic,19.59,1995.0,184.0,5.0,3000000.0
5320.0,Honda City,Honda,City,7.0,98000.0,Individual,Diesel,Manual,26.0,1498.0,98.6,5.0,580000.0
,Hyundai Grand,Hyundai,Grand,,25000.0,Individual,Petrol,Manual,18.9,1197.0,,5.0,600000.0
5322.0,Maruti Baleno,Maruti,Baleno,4.0,75000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,645000.0
5323.0,Maruti Swift,Maruti,Swift,5.0,46852.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,620000.0
5324.0,Honda City,Honda,City,13.0,70000.0,Dealer,Petrol,Manual,17.7,1497.0,78.0,5.0,235000.0
,Maruti XL6,Maruti,XL6,1.0,14000.0,Dealer,Petrol,Manual,19.01,1462.0,103.2,6.0,1150000.0
5328.0,Mahindra Thar,Mahindra,Thar,4.0,30000.0,Individual,Diesel,Manual,16.55,2498.0,105.0,6.0,850000.0
5329.0,Maruti Celerio,Maruti,Celerio,6.0,50000.0,Individual,Diesel,Manual,27.62,793.0,47.0,5.0,290000.0
5331.0,Maruti Swift,Maruti,Swift,11.0,100000.0,Individual,Diesel,Manual,17.8,1248.0,75.0,5.0,250000.0
5332.0,Maruti Wagon R,Maruti,Wagon R,5.0,40000.0,Individual,Petrol,Manual,20.51,998.0,67.04,5.0,
,Maruti Ciaz,Maruti,Ciaz,5.0,99000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,651000.0
5335.0,Datsun GO,Datsun,GO,4.0,35000.0,Individual,Petrol,Manual,19.44,1198.0,67.0,7.0,350000.0
5337.0,Volkswagen Polo,Volkswagen,Polo,8.0,60000.0,Individual,Diesel,Manual,22.07,1199.0,73.9,5.0,400000.0
,Honda City,Honda,City,,80000.0,Individual,Petrol,Manual,,1497.0,118.0,5.0,320000.0
5339.0,Mahindra XUV500,Mahindra,XUV500,6.0,87000.0,Dealer,Diesel,Manual,16.0,2179.0,140.0,7.0,1350000.0
5340.0,,Maruti,Swift,6.0,43000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,540000.0
5341.0,Maruti Baleno,Maruti,Baleno,4.0,35000.0,Dealer,,Automatic,19.56,1197.0,81.8,5.0,670000.0
,Honda City,Honda,City,12.0,68759.0,Dealer,Petrol,Manual,17.0,1497.0,118.0,5.0,350000.0
5344.0,Volkswagen Polo,Volkswagen,Polo,6.0,87566.0,Dealer,Petrol,Manual,15.26,1598.0,103.5,5.0,441000.0
5346.0,Ford Aspire,Ford,Aspire,4.0,20000.0,Individual,Petrol,Manual,18.16,1196.0,86.8,5.0,590000.0
5347.0,Skoda Rapid,Skoda,Rapid,5.0,31800.0,Dealer,Petrol,Automatic,14.84,1598.0,103.2,5.0,685000.0
5348.0,Hyundai Creta,Hyundai,Creta,2.0,5000.0,Individual,Petrol,Automatic,14.8,1591.0,121.3,5.0,1350000.0
5350.0,Maruti Wagon R,Maruti,Wagon R,4.0,41000.0,Dealer,Petrol,Automatic,20.51,998.0,67.0,5.0,435000.0
,Maruti Baleno,Maruti,Baleno,3.0,60000.0,Dealer,Diesel,Manual,27.39,1248.0,74.0,5.0,850000.0
5352.0,Renault KWID,Renault,KWID,1.0,4000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,429000.0
5353.0,Ford Ecosport,Ford,Ecosport,6.0,69000.0,Dealer,Diesel,Manual,22.77,1498.0,98.59,5.0,599000.0
,Toyota Innova,Toyota,Innova,5.0,120000.0,Individual,Diesel,Automatic,11.36,2755.0,171.5,7.0,1500000.0
,Maruti Ciaz,Maruti,Ciaz,,29349.0,,,Manual,20.73,1373.0,91.1,5.0,990000.0
5356.0,Audi A4,Audi,A4,,17000.0,Dealer,Petrol,Automatic,17.84,1395.0,147.51,5.0,3400000.0
5357.0,Toyota Fortuner,Toyota,Fortuner,9.0,74896.0,Dealer,Diesel,Manual,12.55,2982.0,168.5,7.0,1400000.0
5358.0,BMW 3,BMW,3,11.0,51000.0,Dealer,Diesel,Automatic,16.07,1995.0,181.0,5.0,925000.0
5359.0,Honda CR-V,Honda,CR-V,,87000.0,Dealer,Petrol,Manual,10.8,2354.0,152.0,5.0,475000.0
5360.0,Maruti Swift,Maruti,Swift,8.0,77831.0,Dealer,Diesel,Manual,22.9,1248.0,74.0,5.0,450000.0
5361.0,Maruti Celerio,Maruti,Celerio,2.0,58000.0,Dealer,Petrol,,21.63,998.0,67.04,5.0,495000.0
5362.0,Maruti Swift Dzire,Maruti,Swift Dzire,4.0,120000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,560000.0
5363.0,Toyota Innova,Toyota,Innova,9.0,63000.0,Dealer,Diesel,Manual,12.99,2494.0,100.0,8.0,1035000.0
5364.0,Maruti Ciaz,Maruti,Ciaz,,32000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,795000.0
5365.0,Hyundai Grand,Hyundai,Grand,6.0,45000.0,Dealer,Petrol,Manual,18.9,1197.0,82.0,5.0,405000.0
5366.0,Honda Amaze,Honda,Amaze,7.0,20000.0,Individual,Petrol,Manual,18.0,1198.0,86.7,5.0,550000.0
5367.0,Toyota Innova,Toyota,Innova,,65750.0,Dealer,Diesel,Manual,13.68,2393.0,147.8,8.0,1925000.0
,Tata Tiago,Tata,Tiago,,60000.0,Individual,Diesel,Manual,27.28,1047.0,69.0,5.0,425000.0
5369.0,Toyota Innova,Toyota,Innova,5.0,44236.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,1611000.0
5370.0,Maruti Alto,Maruti,Alto,3.0,80000.0,Dealer,,Manual,22.74,796.0,47.3,5.0,290000.0
,Land Rover Rover,Land Rover,,7.0,40000.0,Dealer,Diesel,Automatic,12.65,2993.0,255.0,5.0,6300000.0
5373.0,Maruti Wagon R,Maruti,Wagon R,6.0,60000.0,Individual,Petrol,Manual,20.51,998.0,67.06,5.0,375000.0
5374.0,Tata Safari,Tata,Safari,6.0,147000.0,Individual,Diesel,Manual,14.0,2179.0,138.1,7.0,800000.0
5375.0,Renault KWID,Renault,KWID,4.0,40000.0,Dealer,Petrol,Manual,25.17,799.0,53.3,5.0,350000.0
5376.0,Maruti Eeco,Maruti,Eeco,11.0,97438.0,Dealer,CNG,Manual,15.1,1196.0,73.0,5.0,260000.0
,Datsun RediGO,Datsun,RediGO,3.0,30000.0,,Petrol,Manual,22.5,999.0,67.0,5.0,255000.0
,BMW 6,BMW,6,3.0,12000.0,,Diesel,Automatic,17.09,2993.0,261.4,4.0,6400000.0
,Renault KWID,Renault,KWID,6.0,30000.0,Individual,Petrol,Manual,25.17,799.0,53.3,5.0,310000.0
5382.0,Mercedes-Benz GL-Class,Mercedes-Benz,GL-Class,3.0,20000.0,Dealer,Diesel,Automatic,17.9,2143.0,167.6,,5100000.0
5383.0,Maruti Swift Dzire,Maruti,Swift Dzire,5.0,90000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,,552000.0
5385.0,Hyundai Grand,Hyundai,Grand,5.0,37400.0,Individual,Diesel,Manual,24.0,1120.0,70.0,5.0,520000.0
5386.0,Hyundai Creta,Hyundai,Creta,5.0,39000.0,Dealer,Petrol,Manual,13.0,1591.0,121.3,5.0,920000.0
5387.0,Hyundai i20,Hyundai,i20,2.0,10000.0,Individual,Petrol,Automatic,17.4,1197.0,81.86,5.0,750000.0
5388.0,Hyundai i20,Hyundai,i20,7.0,58000.0,Dealer,Petrol,Manual,18.6,1197.0,81.83,5.0,590000.0
5389.0,Maruti Alto,Maruti,Alto,,60000.0,Individual,Petrol,Manual,20.92,998.0,67.1,5.0,254000.0
,Maruti Ciaz,Maruti,Ciaz,5.0,50000.0,Individual,Diesel,Manual,28.09,1248.0,88.5,5.0,650000.0
,Ford Figo,Ford,Figo,7.0,60000.0,Individual,,Manual,20.0,1399.0,68.05,5.0,360000.0
5392.0,Renault KWID,Renault,KWID,6.0,68000.0,Dealer,Petrol,Manual,25.17,799.0,,,325000.0
5393.0,Hyundai i20,Hyundai,i20,4.0,89823.0,Trustmark Dealer,Diesel,Manual,22.54,1396.0,88.73,5.0,690000.0
,Maruti Swift Dzire,Maruti,Swift Dzire,6.0,43000.0,Dealer,Petrol,Manual,20.85,1197.0,83.14,5.0,625000.0
5395.0,Maruti Wagon R,Maruti,Wagon R,8.0,37000.0,Dealer,Petrol,Manual,18.9,998.0,67.1,5.0,390000.0
,Maruti Swift Dzire,Maruti,Swift Dzire,5.0,20000.0,Individual,Petrol,Manual,20.85,1197.0,83.14,5.0,525000.0
5397.0,,Hyundai,i10,10.0,82000.0,Dealer,Petrol,Automatic,16.95,1197.0,78.9,5.0,
5398.0,Hyundai i10,Hyundai,i10,9.0,63000.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,355000.0
5399.0,Maruti Swift Dzire,Maruti,Swift Dzire,7.0,110000.0,Individual,Diesel,Manual,23.4,1248.0,74.0,5.0,390000.0
,Maruti Swift,Maruti,Swift,8.0,,Individual,Petrol,Manual,18.6,1197.0,85.8,5.0,370000.0
5401.0,Maruti Swift,Maruti,,11.0,85520.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,280000.0
5403.0,Hyundai Verna,Hyundai,Verna,2.0,10000.0,Individual,Petrol,Manual,17.0,1591.0,121.3,5.0,1170000.0
5404.0,Mahindra Scorpio,Mahindra,Scorpio,,209000.0,Individual,Diesel,Manual,12.05,2179.0,120.0,8.0,700000.0
5406.0,Mahindra XUV500,Mahindra,XUV500,8.0,182340.0,Dealer,Diesel,Manual,15.1,2179.0,140.0,7.0,825000.0
5407.0,Ford Ecosport,Ford,Ecosport,6.0,60172.0,Dealer,Petrol,Automatic,16.5,1499.0,110.0,5.0,800000.0
5408.0,Hyundai Verna,Hyundai,Verna,8.0,66000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,500000.0
5409.0,Hyundai i20,Hyundai,i20,2.0,47527.0,Dealer,Diesel,Manual,22.54,1396.0,88.76,5.0,900000.0
5410.0,Hyundai Grand,Hyundai,Grand,6.0,64000.0,Dealer,Petrol,Manual,18.9,1197.0,,5.0,390000.0
5411.0,Hyundai Santro,Hyundai,Santro,8.0,28054.0,Individual,Petrol,Manual,17.92,1086.0,62.1,5.0,398000.0
5417.0,Mahindra Scorpio,Mahindra,Scorpio,14.0,75823.0,Dealer,Diesel,Manual,10.5,2179.0,120.0,8.0,310000.0
5418.0,Mahindra XUV500,Mahindra,XUV500,5.0,56500.0,Dealer,Diesel,Automatic,,1997.0,140.0,7.0,1275000.0
5419.0,Toyota Fortuner,Toyota,Fortuner,3.0,70000.0,Individual,Diesel,Manual,14.24,2755.0,174.5,7.0,
5420.0,,Mahindra,XUV500,3.0,40328.0,,Diesel,Manual,15.1,2179.0,152.87,7.0,1550000.0
5422.0,Hyundai Verna,Hyundai,Verna,9.0,91462.0,Dealer,Diesel,Automatic,19.08,1582.0,126.32,5.0,580000.0
5423.0,Maruti Swift Dzire,Maruti,Swift Dzire,3.0,32000.0,Individual,Diesel,Manual,28.4,1248.0,74.02,5.0,
5424.0,Ford Ecosport,Ford,Ecosport,8.0,81000.0,Dealer,Diesel,Manual,22.7,,89.84,5.0,575000.0
5426.0,Hyundai Creta,Hyundai,Creta,2.0,10000.0,Dealer,Diesel,Automatic,17.6,1582.0,126.2,5.0,1550000.0
5427.0,Hyundai i10,Hyundai,i10,9.0,54943.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,280000.0
,Maruti Wagon R,Maruti,Wagon R,12.0,64000.0,Individual,LPG,Manual,17.3,1061.0,57.5,5.0,160000.0
5429.0,Tata Safari,Tata,Safari,9.0,80000.0,Individual,Diesel,Manual,13.93,2179.0,138.03,7.0,285000.0
5431.0,Maruti Alto,Maruti,Alto,4.0,25884.0,Dealer,Petrol,Manual,23.95,998.0,67.05,5.0,385000.0
,Ford Figo,Ford,Figo,8.0,76000.0,Dealer,Diesel,Manual,20.0,1399.0,68.0,5.0,395000.0
5433.0,BMW 5,BMW,5,10.0,136000.0,Dealer,Diesel,Automatic,16.2,2993.0,235.0,5.0,1699000.0
5434.0,Maruti Baleno,Maruti,Baleno,2.0,14000.0,Dealer,,Manual,21.01,1197.0,81.8,5.0,640000.0
5436.0,Mahindra Bolero,Mahindra,Bolero,7.0,120000.0,Dealer,,Manual,13.6,2523.0,63.0,7.0,625000.0
5437.0,Honda City,Honda,City,4.0,71000.0,Dealer,Petrol,,17.8,1497.0,117.3,5.0,850000.0
,Toyota Innova,Toyota,Innova,5.0,,Dealer,Diesel,Automatic,11.36,2755.0,171.5,7.0,1950000.0
5440.0,Tata Nexon,Tata,Nexon,,80000.0,Dealer,Diesel,Manual,21.5,1497.0,108.5,5.0,889000.0
,Hyundai i10,Hyundai,i10,11.0,52221.0,Dealer,Petrol,Manual,20.36,1197.0,78.9,5.0,320000.0
5442.0,BMW X3,BMW,X3,9.0,80000.0,Dealer,Diesel,Automatic,16.09,1995.0,184.0,5.0,1850000.0
5443.0,Ford Freestyle,Ford,Freestyle,3.0,25000.0,Individual,Diesel,Manual,24.4,1498.0,98.63,5.0,771000.0
5444.0,Volkswagen Polo,Volkswagen,Polo,5.0,98000.0,Dealer,Diesel,Manual,20.14,1498.0,88.0,5.0,599000.0
5445.0,Hyundai i20,Hyundai,i20,3.0,26000.0,Dealer,Petrol,Manual,18.6,,81.86,5.0,675000.0
5446.0,BMW X5,BMW,X5,6.0,70000.0,Dealer,Diesel,Automatic,15.3,2993.0,258.0,5.0,3500000.0
5447.0,Mahindra Bolero,Mahindra,Bolero,6.0,120000.0,Individual,Diesel,Manual,15.96,2523.0,63.0,9.0,400000.0
5448.0,Hyundai Grand,Hyundai,Grand,4.0,46139.0,Dealer,Diesel,Manual,24.0,1186.0,73.97,5.0,375000.0
5449.0,Jaguar XF,Jaguar,XF,6.0,60000.0,Individual,Diesel,Automatic,16.36,2179.0,187.7,5.0,2400000.0
5450.0,Hyundai i20,Hyundai,i20,2.0,12000.0,Individual,Petrol,Manual,18.6,1197.0,81.86,5.0,735000.0
5451.0,Mahindra Bolero,Mahindra,Bolero,6.0,61440.0,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,650000.0
5452.0,Ford Figo,Ford,Figo,5.0,61706.0,Dealer,Diesel,Manual,25.83,1498.0,99.0,5.0,595000.0
,Tata Tiago,Tata,Tiago,2.0,6500.0,Individual,Petrol,Manual,23.84,1199.0,84.0,5.0,500000.0
5454.0,Mahindra XUV500,Mahindra,XUV500,,72423.0,Dealer,Diesel,,,2179.0,140.0,7.0,760000.0
5455.0,Hyundai Verna,Hyundai,Verna,8.0,90000.0,Individual,Diesel,Manual,22.32,1582.0,126.32,5.0,520000.0
5457.0,Hyundai i20,Hyundai,i20,3.0,60000.0,Individual,,Manual,22.54,1396.0,88.73,5.0,725000.0
,Maruti Baleno,Maruti,Baleno,6.0,43642.0,Dealer,,Manual,21.4,1197.0,83.1,5.0,629000.0
,Maruti Alto,Maruti,Alto,7.0,56000.0,Dealer,Petrol,Manual,22.74,796.0,47.3,5.0,265000.0
5461.0,Toyota Innova,Toyota,Innova,6.0,82000.0,Dealer,Diesel,Manual,12.99,2494.0,100.6,7.0,1299000.0
,,Maruti,Alto,,60000.0,Individual,Petrol,Manual,23.95,998.0,67.05,5.0,315000.0
5463.0,Honda City,Honda,City,4.0,91000.0,Dealer,Diesel,Manual,25.6,1498.0,97.9,5.0,850000.0
,Porsche Cayenne,Porsche,Cayenne,,87000.0,Dealer,Diesel,Automatic,15.15,2967.0,240.0,5.0,4200000.0
5465.0,,Mahindra,XUV500,9.0,100000.0,,Diesel,,15.1,2179.0,140.0,7.0,800000.0
5466.0,Maruti Swift Dzire,Maruti,Swift Dzire,3.0,12500.0,Individual,Petrol,Manual,22.0,1197.0,81.8,5.0,650000.0
5468.0,Honda Amaze,Honda,Amaze,7.0,78000.0,Dealer,Diesel,Manual,25.8,1498.0,98.6,5.0,485000.0
5469.0,Volkswagen Polo,Volkswagen,Polo,9.0,60000.0,Individual,Diesel,Manual,22.07,1199.0,73.9,5.0,300000.0
5470.0,Maruti Vitara,Maruti,Vitara,4.0,30000.0,Individual,Diesel,Manual,24.3,1248.0,88.5,5.0,950000.0
5471.0,Toyota Innova,Toyota,Innova,6.0,78000.0,Dealer,,Manual,12.8,2494.0,102.0,8.0,1375000.0
5473.0,Hyundai Creta,Hyundai,Creta,5.0,85204.0,Dealer,Diesel,Manual,19.67,1582.0,126.2,5.0,1025000.0
5474.0,Maruti Swift,Maruti,Swift,,100000.0,Individual,Diesel,Manual,25.2,,74.0,5.0,620000.0
5475.0,Tata Tigor,Tata,Tigor,4.0,95000.0,Individual,Diesel,,24.7,1047.0,69.0,5.0,600000.0
5477.0,Maruti Baleno,Maruti,Baleno,5.0,48000.0,Individual,Petrol,Automatic,,1197.0,83.1,5.0,625000.0
5479.0,Ford Figo,Ford,Figo,9.0,90000.0,Individual,Diesel,Manual,20.0,1399.0,68.0,5.0,220000.0
,Hyundai Verna,,Verna,,40500.0,Dealer,Diesel,Manual,22.0,1582.0,126.2,5.0,845000.0
,Maruti Swift,Maruti,Swift,3.0,40000.0,Individual,Petrol,Manual,21.21,1197.0,81.8,5.0,
,Hyundai Creta,,Creta,3.0,19000.0,Individual,Diesel,Manual,20.5,1582.0,126.2,5.0,1310000.0
5485.0,Hyundai Grand,Hyundai,Grand,7.0,33700.0,Dealer,Diesel,Manual,24.0,1120.0,70.0,5.0,450000.0
5486.0,Mahindra Scorpio,Mahindra,Scorpio,9.0,89000.0,Dealer,Diesel,Manual,12.05,2179.0,120.0,8.0,695000.0
,Mahindra Bolero,Mahindra,Bolero,8.0,108875.0,Dealer,Diesel,Manual,15.96,2523.0,62.1,7.0,450000.0
,Hyundai Grand,Hyundai,Grand,2.0,35166.0,Dealer,Petrol,Manual,18.9,1197.0,81.86,5.0,669000.0
5490.0,Jeep Compass,Jeep,Compass,2.0,13500.0,Individual,Diesel,Manual,17.1,1956.0,170.0,,1750000.0
5492.0,Tata Tigor,Tata,Tigor,,30000.0,Individual,Diesel,Manual,24.7,1047.0,69.0,5.0,700000.0
5493.0,Mahindra Scorpio,Mahindra,Scorpio,5.0,65273.0,Trustmark Dealer,Diesel,Manual,15.4,2179.0,120.0,7.0,1240000.0
,Maruti Ciaz,Maruti,Ciaz,3.0,36000.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,775000.0
5495.0,Maruti Swift Dzire,Maruti,Swift Dzire,6.0,70000.0,Individual,Diesel,Manual,26.59,1248.0,74.0,5.0,550000.0
,Maruti Swift,Maruti,Swift,3.0,7000.0,Dealer,Petrol,Manual,22.0,1197.0,81.8,5.0,610000.0
5498.0,Maruti Wagon R,Maruti,,,70000.0,Dealer,Petrol,Manual,21.5,1197.0,81.8,5.0,340000.0
5500.0,Maruti Ciaz,Maruti,Ciaz,5.0,67248.0,Dealer,Petrol,Manual,20.73,1373.0,91.1,5.0,495000.0
,Volkswagen Polo,Volkswagen,Polo,3.0,58000.0,Dealer,Petrol,Manual,16.2,1199.0,74.0,5.0,690000.0
5502.0,Toyota Innova,Toyota,Innova,4.0,120000.0,Individual,Diesel,Manual,13.68,2393.0,147.8,8.0,1560000.0
5503.0,Maruti Ertiga,Maruti,Ertiga,4.0,51000.0,Dealer,Diesel,Manual,25.47,1248.0,88.5,7.0,835000.0
5504.0,Ford Figo,Ford,Figo,8.0,59000.0,Dealer,Diesel,Manual,20.0,1399.0,68.05,5.0,
5505.0,Mahindra Bolero,Mahindra,Bolero,6.0,,Individual,Diesel,Manual,15.96,2523.0,63.0,9.0,600000.0
,Honda Amaze,Honda,Amaze,6.0,48000.0,Dealer,Diesel,Manual,27.4,1498.0,98.63,,545000.0
